track_id,album_id,album_title,artist_name,track_duration,track_interest,track_language_code,track_title,track_url,genre_id,genre_title
7320,1415.0,Live at WFMU on Scott's Show on 6/9/2000,Oneida,08:29,510.0,en,Double Lock Your Mind,http://freemusicarchive.org/music/Oneida/Live_at_WFMU_on_Scotts_Show_on_692000/Double_Lock_Your_Mind_1282,36,Krautrock
7326,2090.0,Fortyfive,FortyOne,02:45,136.0,en,Hi Boys And Girls,http://freemusicarchive.org/music/FortyOne/20150511150813574/Hi_Boys_And_Girls,38,Experimental
7327,2090.0,Fortyfive,FortyOne,01:45,171.0,en,The Music Begins,http://freemusicarchive.org/music/FortyOne/20150511150813574/The_Music_Begins,38,Experimental
7328,2090.0,Fortyfive,FortyOne,00:14,390.0,en,Pay Attention,http://freemusicarchive.org/music/FortyOne/20150511150813574/Pay_Attention,38,Experimental
7329,2090.0,Fortyfive,FortyOne,01:45,230.0,en,Trombone,http://freemusicarchive.org/music/FortyOne/20150511150813574/Trombone,38,Experimental
7330,2090.0,Fortyfive,FortyOne,00:45,189.0,en,You're Really Interesting,http://freemusicarchive.org/music/FortyOne/20150511150813574/Youre_Really_Interesting,38,Experimental
7331,2090.0,Fortyfive,FortyOne,02:45,729.0,en,Nature World Love,http://freemusicarchive.org/music/FortyOne/20150511150813574/Nature_World_Love,38,Experimental
7332,2090.0,Fortyfive,FortyOne,00:45,200.0,en,Announcements,http://freemusicarchive.org/music/FortyOne/20150511150813574/Announcements,38,Experimental
7333,2090.0,Fortyfive,FortyOne,00:45,164.0,en,Oh! Dogana,http://freemusicarchive.org/music/FortyOne/20150511150813574/Oh_Dogana,38,Experimental
7334,2090.0,Fortyfive,FortyOne,02:45,191.0,en,Horseshoes & Handgernades,http://freemusicarchive.org/music/FortyOne/20150511150813574/Horseshoes__Handgernades,38,Experimental
7336,2090.0,Fortyfive,FortyOne,00:14,232.0,en,Berserko Santa,http://freemusicarchive.org/music/FortyOne/20150511150813574/Berserko_Santa,38,Experimental
7337,2090.0,Fortyfive,FortyOne,01:45,164.0,en,A Doodle Lee Boop,http://freemusicarchive.org/music/FortyOne/20150511150813574/A_Doodle_Lee_Boop,38,Experimental
7338,2090.0,Fortyfive,FortyOne,00:45,187.0,en,Basket Head,http://freemusicarchive.org/music/FortyOne/20150511150813574/Basket_Head,38,Experimental
7339,2090.0,Fortyfive,FortyOne,02:45,263.0,en,To Markett To Markett,http://freemusicarchive.org/music/FortyOne/20150511150813574/To_Markett_To_Markett,38,Experimental
7340,2090.0,Fortyfive,FortyOne,01:45,337.0,en,More Announcements,http://freemusicarchive.org/music/FortyOne/20150511150813574/More_Announcements,38,Experimental
7341,2090.0,Fortyfive,FortyOne,02:45,132.0,en,Delta,http://freemusicarchive.org/music/FortyOne/20150511150813574/Delta,38,Experimental
7342,2090.0,Fortyfive,FortyOne,03:45,97.0,en,Ontology,http://freemusicarchive.org/music/FortyOne/20150511150813574/Ontology,38,Experimental
7344,2090.0,Fortyfive,FortyOne,01:45,129.0,en,Still Yet Still Yet Another Short Story,http://freemusicarchive.org/music/FortyOne/20150511150813574/Still_Yet_Still_Yet_Another_Short_Story,38,Experimental
7345,2090.0,Fortyfive,FortyOne,02:45,492.0,en,The Space Baby Polka,http://freemusicarchive.org/music/FortyOne/20150511150813574/The_Space_Baby_Polka,38,Experimental
7346,2090.0,Fortyfive,FortyOne,00:45,129.0,en,2.45 AM,http://freemusicarchive.org/music/FortyOne/20150511150813574/245_AM,38,Experimental
7347,2090.0,Fortyfive,FortyOne,01:45,129.0,en,Make Yourself At Home,http://freemusicarchive.org/music/FortyOne/20150511150813574/Make_Yourself_At_Home,38,Experimental
7348,2090.0,Fortyfive,FortyOne,00:14,310.0,en,Turn The Record Over,http://freemusicarchive.org/music/FortyOne/20150511150813574/Turn_The_Record_Over,38,Experimental
7349,2090.0,Fortyfive,FortyOne,02:45,552.0,en,Desert Girls Parade,http://freemusicarchive.org/music/FortyOne/20150511150813574/Desert_Girls_Parade,38,Experimental
7373,1685.0,Dark Falcon,Lucky Dragons,02:06,4916.0,en,heartbreaker,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/heartbreaker,22,Audio Collage
7374,1685.0,Dark Falcon,Lucky Dragons,01:52,3806.0,en,new homes,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/new_homes,22,Audio Collage
7375,1685.0,Dark Falcon,Lucky Dragons,02:34,2919.0,en,cherchez le dragon,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/cherchez_le_dragon,22,Audio Collage
7376,1685.0,Dark Falcon,Lucky Dragons,01:08,1754.0,en,about peter,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/about_peter,22,Audio Collage
7377,1685.0,Dark Falcon,Lucky Dragons,01:06,3339.0,en,with new trees,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/with_new_trees,22,Audio Collage
7378,1685.0,Dark Falcon,Lucky Dragons,02:08,1771.0,en,resurrect dead on planet jupiter,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/resurrect_dead_on_planet_jupiter,22,Audio Collage
7379,1685.0,Dark Falcon,Lucky Dragons,01:42,2861.0,en,it's hard to fall asleep,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/its_hard_to_fall_asleep,22,Audio Collage
7380,1685.0,Dark Falcon,Lucky Dragons,00:20,2741.0,en,schjeldahl's party,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/schjeldahls_party,22,Audio Collage
7381,1685.0,Dark Falcon,Lucky Dragons,01:48,1273.0,en,i'd play at the rotunda,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/id_play_at_the_rotunda,22,Audio Collage
7382,1685.0,Dark Falcon,Lucky Dragons,00:17,2314.0,en,fireworks at home,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/fireworks_at_home,22,Audio Collage
7383,1685.0,Dark Falcon,Lucky Dragons,02:28,2351.0,en,i hear horrible music,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/i_hear_horrible_music,22,Audio Collage
7384,1685.0,Dark Falcon,Lucky Dragons,00:31,1497.0,en,field calls,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/field_calls,22,Audio Collage
7385,1685.0,Dark Falcon,Lucky Dragons,01:23,16250.0,en,my imaginary scary home,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/my_imaginary_scary_home,22,Audio Collage
7386,1685.0,Dark Falcon,Lucky Dragons,02:43,1482.0,en,its hard to wake up,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/its_hard_to_wake_up,22,Audio Collage
7387,1685.0,Dark Falcon,Lucky Dragons,00:25,1911.0,en,fortress loop,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/fortress_loop,22,Audio Collage
7388,1685.0,Dark Falcon,Lucky Dragons,02:43,1475.0,en,girlworld (3 in a bed mix),http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/girlworld_3_in_a_bed_mix,22,Audio Collage
7389,1685.0,Dark Falcon,Lucky Dragons,00:48,2640.0,en,i love death to you,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/i_love_death_to_you,22,Audio Collage
7390,1685.0,Dark Falcon,Lucky Dragons,00:37,7379.0,en,what am i so mad about?,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/what_am_i_so_mad_about,22,Audio Collage
7391,1685.0,Dark Falcon,Lucky Dragons,02:43,34220.0,en,all these wires between us,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/all_these_wires_between_us,22,Audio Collage
7393,1685.0,Dark Falcon,Lucky Dragons,01:15,1350.0,en,leaving things as they are,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/leaving_things_as_they_are,22,Audio Collage
7394,2090.0,Fortyfive,FortyOne,00:45,145.0,en,Oh My,http://freemusicarchive.org/music/FortyOne/20150511150813574/Oh_My,38,Experimental
7395,2090.0,Fortyfive,FortyOne,00:14,304.0,en,Listen To The Music,http://freemusicarchive.org/music/FortyOne/20150511150813574/Listen_To_The_Music,38,Experimental
7396,2090.0,Fortyfive,FortyOne,02:45,153.0,en,Don't You Just Love It,http://freemusicarchive.org/music/FortyOne/20150511150813574/Dont_You_Just_Love_It,38,Experimental
7397,2090.0,Fortyfive,FortyOne,00:45,171.0,en,Get Down! (Part 1),http://freemusicarchive.org/music/FortyOne/20150511150813574/Get_Down_Part_1,38,Experimental
7398,2090.0,Fortyfive,FortyOne,03:45,526.0,en,Self Love,http://freemusicarchive.org/music/FortyOne/20150511150813574/Self_Love,38,Experimental
7399,2090.0,Fortyfive,FortyOne,01:45,140.0,en,That,http://freemusicarchive.org/music/FortyOne/20150511150813574/That,38,Experimental
7401,2090.0,Fortyfive,FortyOne,02:45,2657.0,en,Hip Hip Hop,http://freemusicarchive.org/music/FortyOne/20150511150813574/Hip_Hip_Hop,38,Experimental
7402,2090.0,Fortyfive,FortyOne,00:45,142.0,en,Get Down! (Part 2),http://freemusicarchive.org/music/FortyOne/20150511150813574/Get_Down_Part_2,38,Experimental
7403,2090.0,Fortyfive,FortyOne,01:45,3072.0,en,A Happy Little Song,http://freemusicarchive.org/music/FortyOne/20150511150813574/A_Happy_Little_Song,38,Experimental
7404,2090.0,Fortyfive,FortyOne,00:14,266.0,en,Thirsty,http://freemusicarchive.org/music/FortyOne/20150511150813574/Thirsty,38,Experimental
7405,2090.0,Fortyfive,FortyOne,00:45,293.0,en,The Music Of God,http://freemusicarchive.org/music/FortyOne/20150511150813574/The_Music_Of_God,38,Experimental
7406,2090.0,Fortyfive,FortyOne,01:45,196.0,en,Take Share,http://freemusicarchive.org/music/FortyOne/20150511150813574/Take_Share,38,Experimental
7407,2090.0,Fortyfive,FortyOne,01:45,99.0,en,Peoples,http://freemusicarchive.org/music/FortyOne/20150511150813574/Peoples,38,Experimental
7422,2090.0,Fortyfive,FortyOne,02:45,128.0,en,Angela Ashby,http://freemusicarchive.org/music/FortyOne/20150511150813574/Angela_Ashby,38,Experimental
7423,2090.0,Fortyfive,FortyOne,02:45,1074.0,en,Silly Trashy Nonsense Chipmunks,http://freemusicarchive.org/music/FortyOne/20150511150813574/Silly_Trashy_Nonsense_Chipmunks,38,Experimental
7424,2090.0,Fortyfive,FortyOne,00:45,453.0,en,Oh My,http://freemusicarchive.org/music/FortyOne/20150511150813574/Oh_My_1300,38,Experimental
7425,2090.0,Fortyfive,FortyOne,01:45,390.0,en,Instrumental No. 5,http://freemusicarchive.org/music/FortyOne/20150511150813574/Instrumental_No_5,38,Experimental
7426,2090.0,Fortyfive,FortyOne,00:45,167.0,en,La De Ah Da,http://freemusicarchive.org/music/FortyOne/20150511150813574/La_De_Ah_Da,38,Experimental
7427,2090.0,Fortyfive,FortyOne,00:45,448.0,en,Instrumental No. 6,http://freemusicarchive.org/music/FortyOne/20150511150813574/Instrumental_No_6,38,Experimental
7428,2090.0,Fortyfive,FortyOne,02:45,305.0,en,Jump Banana,http://freemusicarchive.org/music/FortyOne/20150511150813574/Jump_Banana,38,Experimental
7429,2090.0,Fortyfive,FortyOne,01:45,901.0,en,Battle Hymn Of The Children,http://freemusicarchive.org/music/FortyOne/20150511150813574/Battle_Hymn_Of_The_Children,38,Experimental
7430,2090.0,Fortyfive,FortyOne,00:45,410.0,en,Imagine,http://freemusicarchive.org/music/FortyOne/20150511150813574/Imagine_1318,38,Experimental
7439,2090.0,Fortyfive,FortyOne,06:08,223.0,en,See Ya Later Boys And Girls,http://freemusicarchive.org/music/FortyOne/20150511150813574/See_Ya_Later_Boys_And_Girls,38,Experimental
7441,2093.0,Lightning Bolt Live on WFMU from ATP-NY 2008,Lightning Bolt,06:44,1414.0,en,part1,http://freemusicarchive.org/music/Lightning_Bolt/Lightning_Bolt_Live_on_WFMU_from_ATP-NY_2008/part1,12,Rock
7442,2093.0,Lightning Bolt Live on WFMU from ATP-NY 2008,Lightning Bolt,06:13,629.0,en,part2,http://freemusicarchive.org/music/Lightning_Bolt/Lightning_Bolt_Live_on_WFMU_from_ATP-NY_2008/part2,12,Rock
7443,2093.0,Lightning Bolt Live on WFMU from ATP-NY 2008,Lightning Bolt,07:52,520.0,en,part3,http://freemusicarchive.org/music/Lightning_Bolt/Lightning_Bolt_Live_on_WFMU_from_ATP-NY_2008/part3_1279,12,Rock
7444,2093.0,Lightning Bolt Live on WFMU from ATP-NY 2008,Lightning Bolt,07:01,632.0,en,part4,http://freemusicarchive.org/music/Lightning_Bolt/Lightning_Bolt_Live_on_WFMU_from_ATP-NY_2008/part4,12,Rock
7445,2093.0,Lightning Bolt Live on WFMU from ATP-NY 2008,Lightning Bolt,10:36,532.0,en,part5,http://freemusicarchive.org/music/Lightning_Bolt/Lightning_Bolt_Live_on_WFMU_from_ATP-NY_2008/part5,12,Rock
7446,2093.0,Lightning Bolt Live on WFMU from ATP-NY 2008,Lightning Bolt,08:49,452.0,en,part6,http://freemusicarchive.org/music/Lightning_Bolt/Lightning_Bolt_Live_on_WFMU_from_ATP-NY_2008/part6,12,Rock
7447,2093.0,Lightning Bolt Live on WFMU from ATP-NY 2008,Lightning Bolt,04:36,557.0,en,banter,http://freemusicarchive.org/music/Lightning_Bolt/Lightning_Bolt_Live_on_WFMU_from_ATP-NY_2008/banter_1971,12,Rock
7448,2093.0,Lightning Bolt Live on WFMU from ATP-NY 2008,Lightning Bolt,06:45,714.0,en,end,http://freemusicarchive.org/music/Lightning_Bolt/Lightning_Bolt_Live_on_WFMU_from_ATP-NY_2008/end_1593,12,Rock
7449,1666.0,"Live on WFMU from ATP NY, 2008",Brian Jonestown Massacre,11:52,1560.0,en,Intro Drone,http://freemusicarchive.org/music/Brian_Jonestown_Massacre/Live_on_WFMU_from_ATP_NY_2008/Intro_Drone_1366,12,Rock
7450,1666.0,"Live on WFMU from ATP NY, 2008",Brian Jonestown Massacre,06:34,1914.0,en,Whoever You Are,http://freemusicarchive.org/music/Brian_Jonestown_Massacre/Live_on_WFMU_from_ATP_NY_2008/Whoever_You_Are_1254,12,Rock
7451,1666.0,"Live on WFMU from ATP NY, 2008",Brian Jonestown Massacre,02:18,1676.0,en,Nailing Honey To The Bee,http://freemusicarchive.org/music/Brian_Jonestown_Massacre/Live_on_WFMU_from_ATP_NY_2008/Nailing_Honey_To_The_Bee_1015,12,Rock
7452,1666.0,"Live on WFMU from ATP NY, 2008",Brian Jonestown Massacre,04:53,1734.0,en,Here It Comes,http://freemusicarchive.org/music/Brian_Jonestown_Massacre/Live_on_WFMU_from_ATP_NY_2008/Here_It_Comes_1840,12,Rock
7453,1666.0,"Live on WFMU from ATP NY, 2008",Brian Jonestown Massacre,05:22,1346.0,en,Yeah Yeah,http://freemusicarchive.org/music/Brian_Jonestown_Massacre/Live_on_WFMU_from_ATP_NY_2008/Yeah_Yeah_1735,12,Rock
7454,1666.0,"Live on WFMU from ATP NY, 2008",Brian Jonestown Massacre,01:21,555.0,en,Banter,http://freemusicarchive.org/music/Brian_Jonestown_Massacre/Live_on_WFMU_from_ATP_NY_2008/Banter_1741,12,Rock
7455,1666.0,"Live on WFMU from ATP NY, 2008",Brian Jonestown Massacre,03:57,1557.0,en,Vacuum Boots,http://freemusicarchive.org/music/Brian_Jonestown_Massacre/Live_on_WFMU_from_ATP_NY_2008/Vacuum_Boots_1993,12,Rock
7456,1666.0,"Live on WFMU from ATP NY, 2008",Brian Jonestown Massacre,03:34,1371.0,en,Who,http://freemusicarchive.org/music/Brian_Jonestown_Massacre/Live_on_WFMU_from_ATP_NY_2008/Who_1590,12,Rock
7457,1666.0,"Live on WFMU from ATP NY, 2008",Brian Jonestown Massacre,07:50,972.0,en,Hide and Seek,http://freemusicarchive.org/music/Brian_Jonestown_Massacre/Live_on_WFMU_from_ATP_NY_2008/Hide_and_Seek_1442,12,Rock
7458,1666.0,"Live on WFMU from ATP NY, 2008",Brian Jonestown Massacre,01:43,559.0,en,Banter,http://freemusicarchive.org/music/Brian_Jonestown_Massacre/Live_on_WFMU_from_ATP_NY_2008/Banter_1625,12,Rock
7459,1666.0,"Live on WFMU from ATP NY, 2008",Brian Jonestown Massacre,04:19,1238.0,en,Nevertheless,http://freemusicarchive.org/music/Brian_Jonestown_Massacre/Live_on_WFMU_from_ATP_NY_2008/Nevertheless_1881,12,Rock
7460,1666.0,"Live on WFMU from ATP NY, 2008",Brian Jonestown Massacre,05:39,1208.0,en,When Jokers Attack,http://freemusicarchive.org/music/Brian_Jonestown_Massacre/Live_on_WFMU_from_ATP_NY_2008/When_Jokers_Attack_1233,12,Rock
7461,1666.0,"Live on WFMU from ATP NY, 2008",Brian Jonestown Massacre,12:11,767.0,en,Swallowtail,http://freemusicarchive.org/music/Brian_Jonestown_Massacre/Live_on_WFMU_from_ATP_NY_2008/Swallowtail,12,Rock
7462,2094.0,"There it is, The Creeping Moral Decay of the Past Thousand Years",Rose For Bohdan,02:50,522.0,en,POCAHONTAS' BOYFRIEND,http://freemusicarchive.org/music/Rose_For_Bohdan/There_it_is_The_Creeping_Moral_Decay_of_the_Past_Thousand_Years/POCAHONTAS_BOYFRIEND,25,Punk
7463,2094.0,"There it is, The Creeping Moral Decay of the Past Thousand Years",Rose For Bohdan,01:59,447.0,en,ADVICE TO TEENS.mp3,http://freemusicarchive.org/music/Rose_For_Bohdan/There_it_is_The_Creeping_Moral_Decay_of_the_Past_Thousand_Years/ADVICE_TO_TEENSmp3,25,Punk
7464,2094.0,"There it is, The Creeping Moral Decay of the Past Thousand Years",Rose For Bohdan,03:22,391.0,en,BEFORE THE BIBLE,http://freemusicarchive.org/music/Rose_For_Bohdan/There_it_is_The_Creeping_Moral_Decay_of_the_Past_Thousand_Years/BEFORE_THE_BIBLE,25,Punk
7465,2094.0,"There it is, The Creeping Moral Decay of the Past Thousand Years",Rose For Bohdan,04:10,346.0,en,GO TO YOUR GRAVE,http://freemusicarchive.org/music/Rose_For_Bohdan/There_it_is_The_Creeping_Moral_Decay_of_the_Past_Thousand_Years/GO_TO_YOUR_GRAVE,25,Punk
7466,2094.0,"There it is, The Creeping Moral Decay of the Past Thousand Years",Rose For Bohdan,01:37,337.0,en,IM NOT RACIST,http://freemusicarchive.org/music/Rose_For_Bohdan/There_it_is_The_Creeping_Moral_Decay_of_the_Past_Thousand_Years/IM_NOT_RACIST,25,Punk
7467,2094.0,"There it is, The Creeping Moral Decay of the Past Thousand Years",Rose For Bohdan,03:59,258.0,en,RED CROSS,http://freemusicarchive.org/music/Rose_For_Bohdan/There_it_is_The_Creeping_Moral_Decay_of_the_Past_Thousand_Years/RED_CROSS,25,Punk
7468,2094.0,"There it is, The Creeping Moral Decay of the Past Thousand Years",Rose For Bohdan,04:00,304.0,en,INSIDETERIOR,http://freemusicarchive.org/music/Rose_For_Bohdan/There_it_is_The_Creeping_Moral_Decay_of_the_Past_Thousand_Years/INSIDETERIOR,25,Punk
7469,2094.0,"There it is, The Creeping Moral Decay of the Past Thousand Years",Rose For Bohdan,01:13,274.0,en,BOY HEAVEN,http://freemusicarchive.org/music/Rose_For_Bohdan/There_it_is_The_Creeping_Moral_Decay_of_the_Past_Thousand_Years/BOY_HEAVEN,25,Punk
7470,2094.0,"There it is, The Creeping Moral Decay of the Past Thousand Years",Rose For Bohdan,04:13,342.0,en,STUPID PARENTS,http://freemusicarchive.org/music/Rose_For_Bohdan/There_it_is_The_Creeping_Moral_Decay_of_the_Past_Thousand_Years/STUPID_PARENTS,25,Punk
7471,2094.0,"There it is, The Creeping Moral Decay of the Past Thousand Years",Rose For Bohdan,03:59,2042.0,en,BIKE SONG,http://freemusicarchive.org/music/Rose_For_Bohdan/There_it_is_The_Creeping_Moral_Decay_of_the_Past_Thousand_Years/BIKE_SONG,25,Punk
7472,2094.0,"There it is, The Creeping Moral Decay of the Past Thousand Years",Rose For Bohdan,01:12,1025.0,en,GRIZZLY BEAR,http://freemusicarchive.org/music/Rose_For_Bohdan/There_it_is_The_Creeping_Moral_Decay_of_the_Past_Thousand_Years/GRIZZLY_BEAR,25,Punk
7473,2094.0,"There it is, The Creeping Moral Decay of the Past Thousand Years",Rose For Bohdan,04:51,541.0,en,GHOST OF GOD,http://freemusicarchive.org/music/Rose_For_Bohdan/There_it_is_The_Creeping_Moral_Decay_of_the_Past_Thousand_Years/GHOST_OF_GOD,25,Punk
7474,877.0,Live at WFMU on Liz B's Show on 3/24/2008,Mors Ontologica,00:22,2446.0,en,Intro,http://freemusicarchive.org/music/Mors_Ontologica/Live_at_WFMU_on_Liz_Bs_Show_on_3242008/Intro_1756,12,Rock
7475,877.0,Live at WFMU on Liz B's Show on 3/24/2008,Mors Ontologica,01:57,1231.0,en,Bombshell,http://freemusicarchive.org/music/Mors_Ontologica/Live_at_WFMU_on_Liz_Bs_Show_on_3242008/Bombshell_1688,12,Rock
7476,877.0,Live at WFMU on Liz B's Show on 3/24/2008,Mors Ontologica,02:52,795.0,en,Ghost and Shadows,http://freemusicarchive.org/music/Mors_Ontologica/Live_at_WFMU_on_Liz_Bs_Show_on_3242008/Ghost_and_Shadows,12,Rock
7477,877.0,Live at WFMU on Liz B's Show on 3/24/2008,Mors Ontologica,02:25,608.0,en,Could Be Worse,http://freemusicarchive.org/music/Mors_Ontologica/Live_at_WFMU_on_Liz_Bs_Show_on_3242008/Could_Be_Worse,12,Rock
7478,877.0,Live at WFMU on Liz B's Show on 3/24/2008,Mors Ontologica,02:54,907.0,en,Gettin Up,http://freemusicarchive.org/music/Mors_Ontologica/Live_at_WFMU_on_Liz_Bs_Show_on_3242008/Gettin_Up,12,Rock
7479,877.0,Live at WFMU on Liz B's Show on 3/24/2008,Mors Ontologica,02:28,907.0,en,Comin Down,http://freemusicarchive.org/music/Mors_Ontologica/Live_at_WFMU_on_Liz_Bs_Show_on_3242008/Comin_Down,12,Rock
7480,877.0,Live at WFMU on Liz B's Show on 3/24/2008,Mors Ontologica,08:06,866.0,en,Interview,http://freemusicarchive.org/music/Mors_Ontologica/Live_at_WFMU_on_Liz_Bs_Show_on_3242008/Interview_1960,12,Rock
7481,2095.0,Seeing Things,BrokeMC,02:04,2950.0,en,Seeing You Out,http://freemusicarchive.org/music/BrokeMC/Seeing_Things/Seeing_You_Out,21,Hip-Hop
7482,2095.0,Seeing Things,BrokeMC,01:48,3303.0,en,Seeing Things Intro,http://freemusicarchive.org/music/BrokeMC/Seeing_Things/Seeing_Things_Intro,21,Hip-Hop
7483,2095.0,Seeing Things,BrokeMC,02:50,2671.0,en,Doom Days,http://freemusicarchive.org/music/BrokeMC/Seeing_Things/Doom_Days,21,Hip-Hop
7484,2095.0,Seeing Things,BrokeMC,04:37,1935.0,en,Dust In my Attic,http://freemusicarchive.org/music/BrokeMC/Seeing_Things/Dust_In_my_Attic,21,Hip-Hop
7485,2095.0,Seeing Things,BrokeMC,05:18,2453.0,en,Every Damn Day People,http://freemusicarchive.org/music/BrokeMC/Seeing_Things/Every_Damn_Day_People,21,Hip-Hop
7487,2095.0,Seeing Things,BrokeMC,03:03,2229.0,en,The Robot's Heel,http://freemusicarchive.org/music/BrokeMC/Seeing_Things/The_Robots_Heel,21,Hip-Hop
7488,2095.0,Seeing Things,BrokeMC,05:04,3004.0,en,The Discovery,http://freemusicarchive.org/music/BrokeMC/Seeing_Things/The_Discovery,21,Hip-Hop
7489,2095.0,Seeing Things,BrokeMC,04:33,3592.0,en,Too Much to deal with,http://freemusicarchive.org/music/BrokeMC/Seeing_Things/Too_Much_to_deal_with,21,Hip-Hop
7490,2095.0,Seeing Things,BrokeMC,05:08,3571.0,en,Follow That,http://freemusicarchive.org/music/BrokeMC/Seeing_Things/Follow_That,21,Hip-Hop
7491,2095.0,Seeing Things,BrokeMC,04:25,3010.0,en,broke Pimpin,http://freemusicarchive.org/music/BrokeMC/Seeing_Things/broke_Pimpin,21,Hip-Hop
7492,2095.0,Seeing Things,BrokeMC,04:14,3722.0,en,In the Dark,http://freemusicarchive.org/music/BrokeMC/Seeing_Things/In_the_Dark,21,Hip-Hop
7493,2096.0,"Live at WFMU's SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Homosexuals,36:35,569.0,en,(full set),http://freemusicarchive.org/music/Homosexuals/Live_at_WFMUs_SXSW_Showcase_at_Spiros_in_Austin_TX_on_3142008/full_set_1431,89,Post-Punk
7494,2096.0,"Live at WFMU's SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Homosexuals,02:41,844.0,en,Hearts in Exile,http://freemusicarchive.org/music/Homosexuals/Live_at_WFMUs_SXSW_Showcase_at_Spiros_in_Austin_TX_on_3142008/Hearts_in_Exile,89,Post-Punk
7495,2096.0,"Live at WFMU's SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Homosexuals,04:07,3609.0,en,Soft South Africans,http://freemusicarchive.org/music/Homosexuals/Live_at_WFMUs_SXSW_Showcase_at_Spiros_in_Austin_TX_on_3142008/Soft_South_Africans,89,Post-Punk
7496,2096.0,"Live at WFMU's SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Homosexuals,03:22,601.0,en,Walk Before Imitate,http://freemusicarchive.org/music/Homosexuals/Live_at_WFMUs_SXSW_Showcase_at_Spiros_in_Austin_TX_on_3142008/Walk_Before_Imitate,89,Post-Punk
7497,2096.0,"Live at WFMU's SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Homosexuals,02:06,540.0,en,Neutron Lover,http://freemusicarchive.org/music/Homosexuals/Live_at_WFMUs_SXSW_Showcase_at_Spiros_in_Austin_TX_on_3142008/Neutron_Lover,89,Post-Punk
7498,2096.0,"Live at WFMU's SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Homosexuals,02:10,992.0,en,Flying,http://freemusicarchive.org/music/Homosexuals/Live_at_WFMUs_SXSW_Showcase_at_Spiros_in_Austin_TX_on_3142008/Flying,89,Post-Punk
7499,2096.0,"Live at WFMU's SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Homosexuals,02:59,366.0,en,Falst Sentiments,http://freemusicarchive.org/music/Homosexuals/Live_at_WFMUs_SXSW_Showcase_at_Spiros_in_Austin_TX_on_3142008/Falst_Sentiments,89,Post-Punk
7500,2096.0,"Live at WFMU's SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Homosexuals,01:58,722.0,en,Vociferous Slam,http://freemusicarchive.org/music/Homosexuals/Live_at_WFMUs_SXSW_Showcase_at_Spiros_in_Austin_TX_on_3142008/Vociferous_Slam,89,Post-Punk
7501,2096.0,"Live at WFMU's SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Homosexuals,01:48,553.0,en,Technique Street,http://freemusicarchive.org/music/Homosexuals/Live_at_WFMUs_SXSW_Showcase_at_Spiros_in_Austin_TX_on_3142008/Technique_Street,89,Post-Punk
7502,2096.0,"Live at WFMU's SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Homosexuals,01:51,714.0,en,Astral Glamour,http://freemusicarchive.org/music/Homosexuals/Live_at_WFMUs_SXSW_Showcase_at_Spiros_in_Austin_TX_on_3142008/Astral_Glamour,89,Post-Punk
7503,2096.0,"Live at WFMU's SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Homosexuals,07:09,554.0,en,You're Not Moving Like You're Supposed To,http://freemusicarchive.org/music/Homosexuals/Live_at_WFMUs_SXSW_Showcase_at_Spiros_in_Austin_TX_on_3142008/Youre_Not_Moving_Like_Youre_Supposed_To,89,Post-Punk
7525,590.0,Live at WFMU on Black Ops's Show on 1/18/2002,Strapping Fieldhands,39:14,579.0,en,(full set),http://freemusicarchive.org/music/Strapping_Fieldhands/Live_at_WFMU_on_Black_Opss_Show_on_1182002/full_set_1726,12,Rock
